sample_candidate_key,source_sheet,source_row,source_no,source_category,source_brand,source_type,source_motif,vendor_key_candidate,vendor_key_confirmed,brand_confirmed,sku_confirmed,rack_number,box_number,quantity,status_candidate,current_borrower_name,notes,sample_status,blocker_reasons,decision_notes
sample_sheet1_r0199,Sheet1,199,172,Tile,Infiniti,Cemento,Dark grey,ven_b0fbddb4123c,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_04da2d57e866
sample_sheet1_r0200,Sheet1,200,173,Tile,Infiniti,Xenith,Cream,ven_b0fbddb4123c,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_7d0e7eba9efa
sample_sheet1_r0201,Sheet1,201,174,Tile,Infiniti,Pietro,Brown,ven_b0fbddb4123c,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_1e05e9146cad
sample_sheet1_r0202,Sheet1,202,175,Tile,Infiniti,Reggio,Grey,ven_b0fbddb4123c,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_64c7aaa0e3b4
sample_sheet1_r0203,Sheet1,203,176,Tile,Infiniti,Terrazzo venice,Grey,ven_b0fbddb4123c,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_2681b40bb45d
sample_sheet1_r0204,Sheet1,204,177,Tile,Infiniti,Stone,White,ven_b0fbddb4123c,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_1b5e191c74d0
sample_sheet1_r0205,Sheet1,205,178,Tile,Infiniti,Xenit,White,ven_b0fbddb4123c,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_d1a6d3062d62
sample_sheet1_r0206,Sheet1,206,179,Tile,Infiniti,Campora,Grey,ven_b0fbddb4123c,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_26caed4d1550
sample_sheet1_r0207,Sheet1,207,180,Tile,Infiniti,Botricello,Grey,ven_b0fbddb4123c,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_97875548e6d7
sample_sheet1_r0208,Sheet1,208,181,Tile,Infiniti,Terrazzo venice,Grey,ven_b0fbddb4123c,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_2681b40bb45d
sample_sheet1_r0209,Sheet1,209,182,Tile,Infiniti,Terrazzo Terra,White,ven_b0fbddb4123c,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_4ec8db0e0cb2
sample_sheet1_r0210,Sheet1,210,183,Tile,Infiniti,Terrazzo,Grey,ven_b0fbddb4123c,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_e3e8396c627e
sample_sheet1_r0211,Sheet1,211,184,Tile,Infiniti,Cemento,Black,ven_b0fbddb4123c,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_0a2a5647468b
sample_sheet1_r0212,Sheet1,212,185,Tile,Infiniti,Casoria,Black,ven_b0fbddb4123c,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_c1d672528c77
sample_sheet1_r0213,Sheet1,213,186,Tile,Infiniti,Campora,Grey,ven_b0fbddb4123c,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_26caed4d1550
sample_sheet1_r0214,Sheet1,214,187,Tile,Infiniti,Stone,Grey,ven_b0fbddb4123c,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_081c2307455a
sample_sheet1_r0215,Sheet1,215,188,Tile,Infiniti,Cemento,Dark grey,ven_b0fbddb4123c,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_04da2d57e866
sample_sheet1_r0216,Sheet1,216,189,Tile,Infiniti,Benevento,Grey,ven_b0fbddb4123c,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_fcdc5b619702
sample_sheet1_r0217,Sheet1,217,190,Tile,Infiniti,Rotterdam,Cream,ven_b0fbddb4123c,,,,1,7,1,BORROWED,berkah,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_938c7bd465e6
sample_sheet1_r0218,Sheet1,218,191,Tile,Infiniti,Terrazzo venice,White,ven_b0fbddb4123c,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_bed9000db938
sample_sheet1_r0219,Sheet1,219,192,Tile,Infiniti,Reggio,Grey,ven_b0fbddb4123c,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_64c7aaa0e3b4
sample_sheet1_r0220,Sheet1,220,193,Tile,Infiniti,Cemento,Grey,ven_b0fbddb4123c,,,,1,7,1,BORROWED,berkah,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_cbc981a7d3cc
sample_sheet1_r0221,Sheet1,221,194,Tile,Titanium,Travertino,White,ven_d37f48d80411,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_62b7eab4bf22
sample_sheet1_r0222,Sheet1,222,195,Tile,Titanium,Portland,Dark grey,ven_d37f48d80411,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_2f3b3a9d84ce
sample_sheet1_r0223,Sheet1,223,196,Tile,Titanium,Ceppo,Dark grey,ven_d37f48d80411,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_1ca6d62a8738
sample_sheet1_r0224,Sheet1,224,197,Tile,Titanium,Malaga grigio,,ven_d37f48d80411,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_e2e06eadfc42
sample_sheet1_r0225,Sheet1,225,198,Tile,Titanium,Vermont,Cream,ven_d37f48d80411,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_11dbb63349d4
sample_sheet1_r0226,Sheet1,226,199,Tile,Titanium,Armani Crema,,ven_d37f48d80411,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_3f941b786f6a
sample_sheet1_r0227,Sheet1,227,200,Wall finish,Bowe,Carving WPC,,ven_dd2051ab9f98,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_c342169f674b
sample_sheet1_r0228,Sheet1,228,201,Wall finish,Bowe,Highlight silver,,ven_dd2051ab9f98,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_cb5162ca5fc8
sample_sheet1_r0229,Sheet1,229,202,Wall finish,Bowe,Silver wire,,ven_dd2051ab9f98,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_85ff82e07aea
sample_sheet1_r0230,Sheet1,230,203,Wall finish,Bowe,Shining gold,,ven_dd2051ab9f98,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_735455afb710
sample_sheet1_r0231,Sheet1,231,204,Wall finish,Mozza tile,Plaza glossy,Black,,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_41672f5a91ec
sample_sheet1_r0232,Sheet1,232,205,Wall finish,Mozza tile,Plaza Matte,Black,,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_5d55efff15d5
sample_sheet1_r0233,Sheet1,233,,Tile,Habibat,Cementi d Gris,,,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_58f0d892ca21
sample_sheet1_r0234,Sheet1,234,,Tile,Habibat,Cementi cream,,,,,,1,7,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber; Vendor belum match tepat,Material candidate: matcand_sample_e9e55d597ab2
sample_sheet1_r0235,Sheet1,235,206,Tile,Titanium,Marlino Bianco,,ven_d37f48d80411,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_bd8ec431476c
sample_sheet1_r0236,Sheet1,236,207,Tile,Titanium,Cement White,,ven_d37f48d80411,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_18fc6ba919cf
sample_sheet1_r0237,Sheet1,237,208,Tile,Titanium,Belgium Dark Grey,,ven_d37f48d80411,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_696ca6038390
sample_sheet1_r0238,Sheet1,238,209,Tile,Titanium,Verona Cream,,ven_d37f48d80411,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_f6058e175f68
sample_sheet1_r0239,Sheet1,239,210,Tile,Titanium,Ardesia Grey,,ven_d37f48d80411,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_545edea33799
sample_sheet1_r0240,Sheet1,240,211,Tile,Titanium,Portland Cream,,ven_d37f48d80411,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_3d741741bdff
sample_sheet1_r0241,Sheet1,241,212,Tile,Titanium,Irish Verde,,ven_d37f48d80411,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_43511bbf92f9
sample_sheet1_r0242,Sheet1,242,213,Tile,Titanium,Vermont White,,ven_d37f48d80411,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_bce0fac1a766
sample_sheet1_r0243,Sheet1,243,214,Tile,Titanium,Marmeta White,,ven_d37f48d80411,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_d4a67ae5ea04
sample_sheet1_r0244,Sheet1,244,215,Tile,Titanium,Frost Bianco,,ven_d37f48d80411,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_245fe9851dc1
sample_sheet1_r0245,Sheet1,245,216,Tile,Titanium,Patagonia dorada,,ven_d37f48d80411,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_ff995057271d
sample_sheet1_r0246,Sheet1,246,217,Tile,Titanium,Windsor Grey,,ven_d37f48d80411,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_0998820ac3b4
sample_sheet1_r0247,Sheet1,247,218,Tile,Infiniti,Xyber Cream,,ven_b0fbddb4123c,,,,1,8,1,BORROWED,Andre,Sociolla garut,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_30cb2bcc7659
sample_sheet1_r0248,Sheet1,248,219,Tile,Infiniti,Terrazzo White,,ven_b0fbddb4123c,,,,1,8,1,BORROWED,Andre,Sociolla BCM medan,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_acb1d3c28965
sample_sheet1_r0249,Sheet1,249,220,Tile,Infiniti,Xena Grey,,ven_b0fbddb4123c,,,,1,8,1,BORROWED,Andre,sociolla PCM surabaya,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_ea961324ab23
sample_sheet1_r0250,Sheet1,250,221,Tile,Infiniti,Roque Light Grey,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_4eb2ec164e37
sample_sheet1_r0251,Sheet1,251,222,Tile,Infiniti,Romania Grey,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_59465e1083af
sample_sheet1_r0252,Sheet1,252,223,Tile,Infiniti,Reynosa Cream,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_88d15bc336ae
sample_sheet1_r0253,Sheet1,253,224,Tile,Infiniti,Royston Grey,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_56a9d906d179
sample_sheet1_r0254,Sheet1,254,225,Tile,Infiniti,Ramsey Grey,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_d54025f2bc0b
sample_sheet1_r0255,Sheet1,255,226,Tile,Infiniti,Remmy Cream,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_cd929595f597
sample_sheet1_r0256,Sheet1,256,227,Tile,Infiniti,Remmy Grey,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_0c6c70dc3a33
sample_sheet1_r0257,Sheet1,257,228,Tile,Infiniti,Rodman Cream,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_5f7490ce14d7
sample_sheet1_r0258,Sheet1,258,229,Tile,Infiniti,Rodman Brown,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_546d0c1443cd
sample_sheet1_r0259,Sheet1,259,230,Tile,Infiniti,Reggio Grey,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_4857adac1590
sample_sheet1_r0260,Sheet1,260,231,Tile,Infiniti,Rotterdam Cream,,ven_b0fbddb4123c,,,,1,8,1,BORROWED,Andre,sociolla office,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_af6bc55399ee
sample_sheet1_r0261,Sheet1,261,232,Tile,Infiniti,Reggio Cream,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_5d812ebc843e
sample_sheet1_r0262,Sheet1,262,233,Tile,Infiniti,Russel Grey,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_8b2ccb92b37a
sample_sheet1_r0263,Sheet1,263,234,Tile,Infiniti,Xena Beige,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_9ef18d8ddaab
sample_sheet1_r0264,Sheet1,264,235,Tile,Infiniti,Xenith White,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_26c07e966abb
sample_sheet1_r0265,Sheet1,265,236,Tile,Infiniti,Xenith Cream,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_e20758f4d156
sample_sheet1_r0266,Sheet1,266,237,Tile,Infiniti,Rugao Grey,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_929a0a778c55
sample_sheet1_r0267,Sheet1,267,238,Tile,Infiniti,Reggio White,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_a8accb268531
sample_sheet1_r0268,Sheet1,268,239,Tile,Infiniti,Rotterdam Grey,,ven_b0fbddb4123c,,,,1,8,1,BORROWED,berkah,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_17bc67bb65cb
sample_sheet1_r0269,Sheet1,269,240,Tile,Infiniti,Roque Grey,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_9c44847d35ec
sample_sheet1_r0270,Sheet1,270,241,Tile,Infiniti,Travertino Cream,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_ec34e392b816
sample_sheet1_r0271,Sheet1,271,242,Tile,Infiniti,Dark Grey,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_d70c7ec1db2d
sample_sheet1_r0272,Sheet1,272,243,Tile,Infiniti,Terra Cream,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_a88d1e75171c
sample_sheet1_r0273,Sheet1,273,244,Tile,Infiniti,Terrazo Venice White,,ven_b0fbddb4123c,,,,1,8,1,BORROWED,berkah,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_4b2ede332bd0
sample_sheet1_r0274,Sheet1,274,245,Tile,Infiniti,Moroccan,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_447f98ccb565
sample_sheet1_r0275,Sheet1,275,246,Tile,Infiniti,Cascadia Natural,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_4810033bf22d
sample_sheet1_r0276,Sheet1,276,247,Tile,Infiniti,Albacete Cream,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_1734d27b4732
sample_sheet1_r0277,Sheet1,277,248,Tile,Infiniti,Cronos Grey,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_077cd5044cae
sample_sheet1_r0278,Sheet1,278,249,Tile,Infiniti,Meteor Cream,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_d26ea4d585bf
sample_sheet1_r0279,Sheet1,279,250,Tile,Infiniti,Pietro Black,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_e97f35f6e406
sample_sheet1_r0280,Sheet1,280,251,Tile,Infiniti,Pulpis Dark Brown,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_ad3aa1341f89
sample_sheet1_r0281,Sheet1,281,252,Tile,Infiniti,Stone White,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_af8a8af7ba4d
sample_sheet1_r0282,Sheet1,282,253,Tile,Infiniti,Nolan Dark Grey,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_5ae289ccc05e
sample_sheet1_r0283,Sheet1,283,254,Tile,Infiniti,Cromat White,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_a6590eeb46d9
sample_sheet1_r0284,Sheet1,284,255,Tile,Infiniti,Montecarlo Grey,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_78fd59f09314
sample_sheet1_r0285,Sheet1,285,256,Tile,Infiniti,Marfil Cream,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_fe69a7e0bba5
sample_sheet1_r0286,Sheet1,286,257,Tile,Infiniti,Olympia Grey,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_c8fd688990cd
sample_sheet1_r0287,Sheet1,287,258,Tile,Infiniti,Russel Grey,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_8b2ccb92b37a
sample_sheet1_r0288,Sheet1,288,259,Tile,Infiniti,Dark Brown,,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_7691711afe21
sample_sheet1_r0289,Sheet1,289,260,Tile,Infiniti,Terrazzo Terra,Cream,ven_b0fbddb4123c,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_41fadb2e0eb8
sample_sheet1_r0290,Sheet1,290,261,Tile,Venus,Rustic,Lemon,ven_b8b22aedc372,,,,1,8,1,AVAILABLE,,,,Material belum tersedia dengan kunci Vendor + Brand + SKU; SKU sample tidak tersedia di sumber,Material candidate: matcand_sample_ce20c63ab0f2
