candidate_key,source_context,source_sheet,source_rows,vendor_key_candidate,vendor_key_confirmed,brand_candidate,brand_confirmed,category_tags_candidate,category_tags_confirmed,source_product_or_type,product_name_confirmed,sku_confirmed,motif_candidate,reference_url_candidate,folder_url_candidate,price_before_discount,price_after_discount,price_unit,material_status,bq_status,blocker_reasons,decision_notes
matcand_list_r0313,LIST_DIRECTORY,List,313,ven_8fa29922db26,,Panelinc,,Wall Finishing|BioTerra Panel - Solid color - Fabric - Wood - Texture,,BioTerra Panel - Solid color - Fabric - Wood - Texture,,,,https://panelinc.id/wall-panel-products/,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0314,LIST_DIRECTORY,List,314,ven_65506f583dcf,,Panelku,,Wall Finishing|WPC,,WPC,,,,,https://drive.google.com/drive/folders/1IENtu0ZHFSjkUGVhxmXRPL8PpIBSGzSF?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0315,LIST_DIRECTORY,List,315,ven_7b09d281dedc,,Papan Ruma Terrazo,,Finishing|Terrazzo,,Terrazzo,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0316,LIST_DIRECTORY,List,316,ven_96bb11a54e13,,Paper Yarn,,Materials|Wallpaper|Forescolor|Vinyl Tiles|Bace Panel|Laminate Product,,"Wallpaper, Forescolor, Vinyl Tiles, Bace Panel, Laminate Product",,,,,https://drive.google.com/drive/folders/1Hruf9dRN-WzbuwDcUkLYijTUyVsVYkxU?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0317,LIST_DIRECTORY,List,317,ven_704cbceea23b,,Penta Prima Paint,,Painting,,,,,,,https://static.myqrcode.mobi/user-media-prod/Elastomeric_Texture_Paint_R1_e319c8b0_7zblx0,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0318,LIST_DIRECTORY,List,318,ven_aa5a15f620e1,,Perintis Logam Metal,,Materials|Expanded Perforated Metal,,Expanded Perforated Metal,,,,https://id.shp.ee/S88Yumb?fbclid=PARlRTSANm6fpleHRuA2FlbQIxMQABp2UmOMZ2kGbA5NhzYPplR1EycYzTok4XvlGQgo9JOftLznXb-UfhhI4Xwmiv_aem_9akHo42sLvpFqHkio_YsEg,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0319,LIST_DIRECTORY,List,319,ven_a533b4385d94,,Phomi,,Wall Finishing|Cladding & Facade,,Cladding & Facade,,,,,https://drive.google.com/drive/folders/1BivdmUyzf_iwm11_KdnB1fssWUvIJxvi?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0320,LIST_DIRECTORY,List,320,ven_23ad77c1ae32,,Pietra Bianca,,Sanitary|Bathroom Accessories,,Bathroom Accessories,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0321,LIST_DIRECTORY,List,321,ven_b0fef621727f,,Pineapple,,Furniture|Loose Furniture,,Loose Furniture,,,,,https://drive.google.com/drive/folders/1CzgHm_qoNYJ5-SGUeaIGGsgU218LixhK?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0322,LIST_DIRECTORY,List,322,ven_6b9bf3f62890,,Plaswood,,Flooring|SPC|Vinyl,,"SPC, Vinyl",,,,https://www.plaswoodindonesia.com/texture-spc,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0323,LIST_DIRECTORY,List,323,ven_6b9bf3f62890,,Plaswood,,Panel|PVC Hollow,,PVC Hollow,,,,https://www.plaswoodindonesia.com/texture-candh-panel,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0324,LIST_DIRECTORY,List,324,ven_6b9bf3f62890,,Plaswood,,Plafon|PVC,,PVC,,,,https://www.plaswoodindonesia.com/texture-plafon,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0325,LIST_DIRECTORY,List,325,ven_6b9bf3f62890,,Plaswood,,Wall Finishing|WPC|PVC Wallboard|PVC Wallmoulding|SPC Wallmarble|WPE|Bevel Glass,,"WPC, PVC Wallboard, PVC Wallmoulding, SPC Wallmarble, WPE, Bevel Glass",,,,https://www.plaswoodindonesia.com/texture-wpc,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0326,LIST_DIRECTORY,List,326,ven_bd52d4c5c71b,,Primaja Indokreasi,,Furniture|Loose Furniture,,Loose Furniture,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0327,LIST_DIRECTORY,List,327,ven_a9687d4ef889,,Prime Stone,,Wall Finishing|Stone,,Stone,,,,,https://drive.google.com/drive/folders/1NFldpayl56qG8pJfaq2VyF08dBotxGv2?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0328,LIST_DIRECTORY,List,328,ven_cfb2820f0991,,Prisma Marble,,Finishing|Marble & Natural Stones,,Marble & Natural Stones,,,,https://www.primasejati.co.id/index.html,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0329,LIST_DIRECTORY,List,329,ven_b86e4ba1ce75,,Prive Furniture,,Furniture|Loose Furniture|Cabinet Kitchen|Cabinet Wardrobe,,"Loose Furniture, Cabinet Kitchen, Cabinet Wardrobe",,,,https://prive-living.com/product-category/living/,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0330,LIST_DIRECTORY,List,330,ven_b86e4ba1ce75,,Prive Furniture,,Furniture|Loose Furniture,,Loose Furniture,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0331,LIST_DIRECTORY,List,331,ven_cc85ae74e86d,,Prona Max,,Materials|Acrylic - PVC Board - Stainless Strip,,Acrylic - PVC Board - Stainless Strip,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0332,LIST_DIRECTORY,List,332,ven_f854da43e230,,Puffin Paint,,Wall Finishing|Texture paint,,Texture paint,,,,https://www.tokopedia.com/rwinwijaya/etalase/sold?sort=7,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0333,LIST_DIRECTORY,List,333,ven_957f74198d62,,Purnama Roster,,Materials|Roster - Bata Expose - Paving Block - Bata Tempel,,Roster - Bata Expose - Paving Block - Bata Tempel,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0334,LIST_DIRECTORY,List,334,ven_9689be17e5b0,,Purva,,Flooring|SPC|Vinyl,,"SPC, Vinyl",,,,,https://drive.google.com/drive/folders/18HWHMeCLsDquDL-8bZrOnGG2i8vwhCEr?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0335,LIST_DIRECTORY,List,335,ven_d1f9d15a5aa6,,Quantum Marble,,Finishing|Marble,,Marble,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0336,LIST_DIRECTORY,List,336,ven_a3e690053061,,RAG,,Accessories|Rugs,,Rugs,,,,https://pin.it/hkbLQNiJF,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0337,LIST_DIRECTORY,List,337,ven_0bb3e5c77136,,Rava Indonesia,,Flooring,,,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0338,LIST_DIRECTORY,List,338,ven_0bb3e5c77136,,Rava Indonesia,,Wall Finishing|Wall Coverings,,Wall Coverings,,,,,https://drive.google.com/drive/folders/1mlEkri9UTE4_3t_wfI7EHpU01N0DXoPo?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0339,LIST_DIRECTORY,List,339,ven_ea0a3f276643,,Reflecto,,Paint|Waterproofing,,Waterproofing,,,,,https://drive.google.com/drive/folders/1F26rmE8hajuqtBXNuxHnB2GaqvFPpOxT?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0340,LIST_DIRECTORY,List,340,ven_ea0a3f276643,,Reflecto,,Paint|Waterproofing,,Waterproofing,,,,,https://drive.google.com/drive/folders/1F26rmE8hajuqtBXNuxHnB2GaqvFPpOxT?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0341,LIST_DIRECTORY,List,341,ven_27b43fd8d911,,Reflecto - Klinz,,Flooring|Concrete Floor,,Concrete Floor,,,,,https://drive.google.com/drive/folders/1F26rmE8hajuqtBXNuxHnB2GaqvFPpOxT?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0342,LIST_DIRECTORY,List,342,ven_8d9e2ee1d9bd,,Reflecto - Naked Stone,,Finishing|Terrazzo,,Terrazzo,,,,https://reflecto.co.id/more/catalog/,https://drive.google.com/drive/folders/1F26rmE8hajuqtBXNuxHnB2GaqvFPpOxT?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0343,LIST_DIRECTORY,List,343,ven_c1bd8ecd7783,,Reflecto - Rewoll,,Flooring|Parquet Laminated Wood,,Parquet Laminated Wood,,,,,https://drive.google.com/drive/folders/1F26rmE8hajuqtBXNuxHnB2GaqvFPpOxT?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0344,LIST_DIRECTORY,List,344,ven_236e15b87c95,,Reflecto Film,,Kaca Film,,,,,,,https://drive.google.com/drive/folders/1F26rmE8hajuqtBXNuxHnB2GaqvFPpOxT?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0345,LIST_DIRECTORY,List,345,ven_8a6fd7c160a1,,Regno,,Wall Finishing|WPC,,WPC,,,,https://www.renos.id/p/regno-wall-panel?srsltid=AfmBOor7N3dZC_t8olV3Zbd2FNxAAMTftFWazgf_WgTuKnM1XE-YJCmg,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0346,LIST_DIRECTORY,List,346,ven_288696c8f503,,Rendy Marmer Granit,,Finishing|Marble - Granite - Onyx - Travertine,,Marble - Granite - Onyx - Travertine,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0347,LIST_DIRECTORY,List,347,ven_e12d41d86c75,,Rimba Partikel,,Materials|MFC,,MFC,,,,,https://drive.google.com/drive/folders/1WqHJk175DYljZuacp4RnFhRyNI6fga1Q?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0348,LIST_DIRECTORY,List,348,ven_294c203fd39f,,Roa Hand Woven,,Wall Finishing|Hand Crafted Wall Covering,,Hand Crafted Wall Covering,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0349,LIST_DIRECTORY,List,349,ven_b625d86948f7,,Robries,,Materials|Robries Polymer Sheets (RPS),,Robries Polymer Sheets (RPS),,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0350,LIST_DIRECTORY,List,350,ven_2081ec56aa75,,Rockpaint,,Wall Finishing|Decorative Paint - Adhesive,,Decorative Paint - Adhesive,,,,https://www.rockpaint.co.id/id/product/adhesive,https://www.rockpaint.co.id/id/product/decorative,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0351,LIST_DIRECTORY,List,351,ven_4b12261f1338,,Rooftop,,Materials|UPVC Canopi - Rooftop,,UPVC Canopi - Rooftop,,,,https://rooftop.co.id/document-download/,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0352,LIST_DIRECTORY,List,352,ven_6c879f23b775,,Rootslab,,Furniture|Custom Furniture - Home Decorations,,Custom Furniture - Home Decorations,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0353,LIST_DIRECTORY,List,353,ven_c7b2cb55a920,,Roshan,,Wall Finishing|WPC|SPC|Flextone,,"WPC, SPC, Flextone",,,,,https://drive.google.com/drive/folders/10F5HM291GW-SJh5g8ojDZBICMI0GJvRP?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0354,LIST_DIRECTORY,List,354,ven_2f579564665b,,Rovega,,Furniture|Custom Furniture,,Custom Furniture,,,,,https://drive.google.com/drive/u/3/folders/1baov30qdBPB1zC1kAZDbtAYJJNPWMgkZ,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0355,LIST_DIRECTORY,List,355,ven_2f6ec155f398,,Roxy Glass,,Accessories|Glass|Door|Stained Glass|Pattern Glass|Privacy Glass|Vanetian Blind|Shower System|Smart Mirror|Slim Door|Fascade,,"Glass, Door, Stained Glass, Pattern Glass, Privacy Glass, Vanetian Blind, Shower System, Smart Mirror, Slim Door, Fascade",,,,,https://drive.google.com/drive/folders/1e0am4Scdw_6SmrP-VblJfZx_Cdfdah7p,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0356,LIST_DIRECTORY,List,356,ven_2f6ec155f398,,Roxy Glass,,Materials|Decorative Glass,,Decorative Glass,,,,,https://drive.google.com/drive/folders/1HMxQB4pZWNs7_DprCZbMY3Nvii5dVSE0?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0357,LIST_DIRECTORY,List,357,ven_ff3444cb9f2d,,Rumah Mebel,,Furniture|Loose Furniture,,Loose Furniture,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0358,LIST_DIRECTORY,List,358,ven_64a13c8394a2,,Sahabat Jaya Sukses,,Materials|Plywood & MDF,,Plywood & MDF,,,,,https://drive.google.com/drive/folders/125WUAFLBfkHflvngyzWRHEen7UFULGwb?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0359,LIST_DIRECTORY,List,359,ven_534647ddc3a0,,Sakamurya Furniture,,Furniture|Loose Furniture,,Loose Furniture,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0360,LIST_DIRECTORY,List,360,ven_ddcf4bfae15d,,Sampoerna Kayoe,,Materials|Wood Supplied,,Wood Supplied,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0361,LIST_DIRECTORY,List,361,ven_d92ae279af74,,Samudera Solid Surface,,Finishing|Solid Surface,,Solid Surface,,,,,https://d1fdloi71mui9q.cloudfront.net/7wMH53hiR7eSYI4UOovP_catalog%20%2B%20custom%20examples.pdf,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0362,LIST_DIRECTORY,List,362,ven_5e9b5031198d,,Sana Living,,Furniture|Loose Furniture,,Loose Furniture,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0363,LIST_DIRECTORY,List,363,ven_9a7c57a92e92,,Sans Mosaic,,Tiles|Mosaic,,Mosaic,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0364,LIST_DIRECTORY,List,364,ven_ffb844281605,,Sentra Bata,,Materials|Bricks,,Bricks,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0365,LIST_DIRECTORY,List,365,ven_9d7ea0a869a5,,Sentra Marble,,Stones|Marble Tiles,,Marble Tiles,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0366,LIST_DIRECTORY,List,366,ven_9e94e3750303,,Sentra Marmer (Sekawan Alam Sejahtera Marmer),,Wall Finishing|Marbles - Granite - Onyx,,Marbles - Granite - Onyx,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0367,LIST_DIRECTORY,List,367,ven_31fce62b2e21,,Sentracon,,Flooring|Beton,,Beton,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0368,LIST_DIRECTORY,List,368,ven_87daad822c6e,,Serba Antik,,Furniture|Loose Furniture,,Loose Furniture,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0369,LIST_DIRECTORY,List,369,ven_87daad822c6e,,Serba Antik,,Wall Finishing|Fabric - Blinds - Wallpaper - Wall Panelling,,Fabric - Blinds - Wallpaper - Wall Panelling,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0370,LIST_DIRECTORY,List,370,ven_703b5e3c1f7d,,Seyven,,Home Appliances|Digital Door Lock,,Digital Door Lock,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0371,LIST_DIRECTORY,List,371,ven_e7eab9aeb356,,Sib Indonesia,,Flooring|Terrazzo,,Terrazzo,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0372,LIST_DIRECTORY,List,372,ven_77fb08d2b315,,Singres,,Tiles|Mosaic,,Mosaic,,,,https://shopee.co.id/singrestiles.id?entryPoint=ShopBySearch&searchKeyword=singres%20tiles&tab=shop&fbclid=PARlRTSAN1ZSFleHRuA2FlbQIxMQABpyGhYWek31bZeyEhZA6if_NTZwsFfnk4GCqNJAEG4y82tJDcC_j9Ixi0UbPv_aem_qRg6uX1sXExHFsAP3tozrw,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0373,LIST_DIRECTORY,List,373,ven_f1b091846568,,Sioline,,Decorative|Membrane Tensile,,Membrane Tensile,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0374,LIST_DIRECTORY,List,374,ven_b8f4a9b2819d,,Sisu Home,,Furniture|Loose Furniture|Home Decorations,,"Loose Furniture, Home Decorations",,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0375,LIST_DIRECTORY,List,375,ven_10457db46ef5,,Skayu,,Materials|WPC,,WPC,,,,https://skayu.co.id/about/#e-catalog,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0376,LIST_DIRECTORY,List,376,ven_d5262c8b15d8,,Skywall,,Materials|Polycarbonate Sheet|System (for roof),,Polycarbonate Sheet/ System (for roof),,,,https://www.tokopedia.com/langgengtradateknik/etalase/skywall-polycarbonate?fbclid=PARlRTSAN1Y8hleHRuA2FlbQIxMQABp5DuKjvCt5Y4aYL1EzHxbe0NY5JI0kL6N54OMUGqy8O7usG3Y57djNNKEqfi_aem_cKGX9vqaUC_vQby3Dr6DqQ,https://skywall.id/wp-content/uploads/2025/09/Skywall-Portfolio-Project-2025-COMPRESSED.pdf?fbclid=PAZnRzaAN1Y3FleHRuA2FlbQIxMQABp0OkYyZcTfTovT0LrlamK-FLo4mKFTX7Ylq5yS7EkeT6VFFF9gqJYn6XHEnc_aem_7anvale0GMMNDfkcdkWcBw,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0377,LIST_DIRECTORY,List,377,ven_9ca87fe6e218,,Sol by pdm,,Furniture|European Furniture|Artwork,,"European Furniture, Artwork",,,,https://sol-collection.id/products/actiu/,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0378,LIST_DIRECTORY,List,378,ven_89e8e912c124,,Sola Ananda Jaya,,Window|Aluminium window,,Aluminium window,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0379,LIST_DIRECTORY,List,379,ven_893b35b79358,,Sors Furniture,,Furniture|Loose Furniture,,Loose Furniture,,,,,https://drive.google.com/drive/folders/1s9LesHuUXM_O_-LvCV-MV5Gv55_ZjP33?usp=drive_link,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0380,LIST_DIRECTORY,List,380,ven_2b1f0b2bda92,,Soshoku,,Furniture|Loose Furniture - Accessories,,Loose Furniture - Accessories,,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0381,LIST_DIRECTORY,List,381,ven_e80938dd3117,,SPF,,Finishing|Melaminto - MDF - HMR,,Melaminto - MDF - HMR,,,,,https://drive.google.com/drive/u/3/folders/11rYwG5dMjISf_Wk1QSTCZKrU1ull3Hj0,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
matcand_list_r0382,LIST_DIRECTORY,List,382,ven_93a16ce01ed0,,Stark Floor,,Finishing|Waterbone|Solvent|PU|Acrylic|Terrazo,,"Waterbone, Solvent, PU, Acrylic, Terrazo",,,,,,,,,,,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,
