severity,entity_type,source_sheet,source_row,source_key,issue_code,issue_detail,suggested_action
BLOCKER,MaterialCandidate,List,476,matcand_list_r0476,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,477,matcand_list_r0477,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,478,matcand_list_r0478,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,479,matcand_list_r0479,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,480,matcand_list_r0480,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,481,matcand_list_r0481,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,482,matcand_list_r0482,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,483,matcand_list_r0483,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor belum terkonfirmasi; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,List,484,matcand_list_r0484,MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor belum terkonfirmasi; kolom Product adalah family/subkategori dan belum membuktikan nama produk/seri; Brand dan Vendor masih bercampur pada kolom Brand/Company,"Konfirmasi Vendor, Brand, tags, nama produk/seri, dan SKU nyata sebelum memindahkan row ke 04_materials.csv."
BLOCKER,MaterialCandidate,Sheet1,4,matcand_sample_9dd44bd12f0f,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,5,matcand_sample_5769414557ec,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,6,matcand_sample_af6dfbad2aed,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,7,matcand_sample_6ef5d8e04e47,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,8,matcand_sample_afc733641024,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,9,matcand_sample_9fc6f03f9c31,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,10,matcand_sample_dc7aff87a746,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,11;35,matcand_sample_a68664b2a8ce,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,12,matcand_sample_f9eab28842b2,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,13;32,matcand_sample_8fa73167aa97,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,14;31,matcand_sample_5bc101c5c1b2,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,15,matcand_sample_ebf2bf1aa309,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,16,matcand_sample_071c287b7af8,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,17;29,matcand_sample_21b70202d953,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,18,matcand_sample_8e0078698a21,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,19,matcand_sample_24555ca7eda0,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,20,matcand_sample_2ac8def619c1,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,21,matcand_sample_c185ecc6be4a,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,22,matcand_sample_39eced7624b4,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,23,matcand_sample_893c144ef6eb,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,24,matcand_sample_98608077afad,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,25,matcand_sample_a569fbc07927,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,26,matcand_sample_f0cf8f56858a,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,27;33,matcand_sample_30513410dbd0,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,28,matcand_sample_5f4b563018f3,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,30,matcand_sample_ce0a1f13daf2,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,34,matcand_sample_b5207ebf0de7,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,36,matcand_sample_299f21d1682c,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,37,matcand_sample_568b926d4a53,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,38,matcand_sample_ecf9a75d9888,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List; Brand kosong,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,39,matcand_sample_edab461abf1a,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List; Brand kosong,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,40,matcand_sample_03609d31b739,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,41,matcand_sample_b3b9a6c5933b,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,42,matcand_sample_f4ed4e4a585b,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,43,matcand_sample_d0b9503f3362,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,44,matcand_sample_0edafe1c6c72,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,45,matcand_sample_be39386890d4,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,46,matcand_sample_a00e62c1d578,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,47,matcand_sample_b6b319bbc851,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,48,matcand_sample_35205c819d4d,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,49,matcand_sample_ccac96abf6f9,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,50,matcand_sample_20c8537bf4d3,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,51,matcand_sample_367c6db15ed2,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,52,matcand_sample_ed40e8a2531a,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,53,matcand_sample_8a0639083d23,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,54,matcand_sample_35b734a9d7a2,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,55,matcand_sample_f17d881e4899,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,56,matcand_sample_ab9123d07830,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,57,matcand_sample_564ce13a267f,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,58,matcand_sample_5620b935a6e1,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,59,matcand_sample_518d35632a3a,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,60,matcand_sample_3d001f6cee7d,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,61,matcand_sample_c86019481ed0,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,62,matcand_sample_e5f904275baf,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,63,matcand_sample_87384b6c1282,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,64,matcand_sample_e9567c602ad1,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,65,matcand_sample_55b88f37cfc2,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,66,matcand_sample_ece6528518e2,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,67,matcand_sample_cccfa9fd4305,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,68,matcand_sample_815e52fb8b4f,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,69,matcand_sample_c870fb691ef1,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,70,matcand_sample_6a1e525b3268,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,71,matcand_sample_2088b7a27f69,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,72,matcand_sample_7cfa02853bc2,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,73,matcand_sample_903719d2ea97,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,74,matcand_sample_4d57a0a2bba7,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,75,matcand_sample_f4596a8800f7,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,76,matcand_sample_2da1ab84b6fa,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,77,matcand_sample_b36070b84299,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,78,matcand_sample_dfb1ecdd3cd7,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,79,matcand_sample_4e1525a9698e,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,80,matcand_sample_0bf15983f9ff,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,81,matcand_sample_61b062036a01,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,82,matcand_sample_d8c16daa4651,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,83,matcand_sample_35befd45361b,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,84,matcand_sample_88125c9c0a23,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,85,matcand_sample_ad30bc96d342,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,86,matcand_sample_ba1ed6242f2a,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,87,matcand_sample_578b2ad0b4e5,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia; Vendor tidak match tepat ke direktori List,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,88,matcand_sample_a9c06cf70c97,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,89,matcand_sample_8620fda529d6,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,90,matcand_sample_0ccf77178f52,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,91,matcand_sample_feeaf9acf92d,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
BLOCKER,MaterialCandidate,Sheet1,92,matcand_sample_f228e8db8147,SAMPLE_MATERIAL_IDENTITY_INCOMPLETE,SKU eksplisit tidak tersedia,Konfirmasi Vendor + Brand + Product name + SKU nyata; Tipe tidak otomatis dianggap SKU.
