vendor_row_id,canonical_brand_name,category_raw,tags,product_family_name,reference_url,folder_url,source_notes,jess_status,curated_by,active_status,verified_at,source_sheet,source_row,source_checksum,needs_review_multiline
v0135,Green Teak,Flooring,"[""Flooring""]",Vinyl Tiles,,https://drive.google.com/drive/folders/1XNmAvmK4TmovZrunhuafe8HP_amne9s-?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,163,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0135,Green Teak,Flooring,"[""Flooring""]",Vinyl Roll,,https://drive.google.com/drive/folders/1XNmAvmK4TmovZrunhuafe8HP_amne9s-?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,164,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0135,Green Teak,Wall Finishing,"[""Wall Finishing""]",WPC,,https://drive.google.com/drive/folders/1XNmAvmK4TmovZrunhuafe8HP_amne9s-?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,165,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0136,"Habitat, Milan Tiles",Flooring,"[""Flooring""]",Ceramics,,https://drive.google.com/drive/folders/1qVgYn8mlOygarIUvQS0KyxZy9j2U1azX?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,166,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0136,"Habitat, Milan Tiles",Wall Finishing,"[""Wall Finishing""]",Ceramics,,https://drive.google.com/drive/folders/1qVgYn8mlOygarIUvQS0KyxZy9j2U1azX?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,167,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0137,Habitus Concept,Hardware,"[""Hardware""]",Handle & Knobs,,https://drive.google.com/drive/folders/1Pz5I2zTMjQw4L9PMCbejz38-p-HbgjNC?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,168,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0138,Hafele,Hardware,"[""Hardware""]",Fitting & Accessories,https://drive.google.com/file/d/1dtwMJPzIrxUVzNxJsBYswE2-DkqAl_DX/view?usp=drivesdk,https://drive.google.com/drive/folders/1uM-8rU0jjPKVcAzP4f_rWLshQC2QaiMd,,VERIFIED_GREEN,Jessica,ACTIVE,,List,169,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0139,Hale Magis,Decorative,"[""Decorative""]",Home Decorations,,https://drive.google.com/drive/folders/1pgCnPTdKt2G9aO3myZnGPMLmWWN6Rrih?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,170,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0140,Harfit,Door,"[""Door""]",Sliding/Folding Door,,https://drive.google.com/drive/folders/16jfx42to-3Xsd7XrVeajNumaq2JK3M_m?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,171,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0140,Harfit,Hardware,"[""Hardware""]",Kitchen Hardware,,https://drive.google.com/drive/folders/16jfx42to-3Xsd7XrVeajNumaq2JK3M_m?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,172,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0140,Harfit,Hardware,"[""Hardware""]",Hardware,,https://drive.google.com/drive/folders/16jfx42to-3Xsd7XrVeajNumaq2JK3M_m?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,173,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0140,Harfit,Hardware,"[""Hardware""]",Hinge,,https://drive.google.com/drive/folders/16jfx42to-3Xsd7XrVeajNumaq2JK3M_m?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,174,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0140,Harfit,Hardware,"[""Hardware""]",Drawer runner,,https://drive.google.com/drive/folders/16jfx42to-3Xsd7XrVeajNumaq2JK3M_m?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,175,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0140,Harfit,Hardware,"[""Hardware""]",Kitchenware,,https://drive.google.com/drive/folders/16jfx42to-3Xsd7XrVeajNumaq2JK3M_m?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,176,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0140,Harfit,Hardware,"[""Hardware""]",Fitting & Accessories,,https://drive.google.com/drive/folders/16jfx42to-3Xsd7XrVeajNumaq2JK3M_m?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,177,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0140,Harfit,Hardware,"[""Hardware""]",Home Improvement,,https://drive.google.com/drive/folders/16jfx42to-3Xsd7XrVeajNumaq2JK3M_m?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,178,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0140,Harfit,Materials,"[""Materials""]",Aluminium Profile,,https://drive.google.com/drive/folders/16jfx42to-3Xsd7XrVeajNumaq2JK3M_m?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,179,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0141,High Point,Furniture,"[""Furniture""]",,,https://drive.google.com/drive/folders/1qnkVjLTbsMphdboWZP6O6Ey62M_l7ggV?usp=drive_link,Meja Kursi Lampu,VERIFIED_GREEN,Jessica,ACTIVE,,List,180,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0141,High Point,Furniture,"[""Furniture""]",Office Furniture,,https://drive.google.com/drive/folders/1qnkVjLTbsMphdboWZP6O6Ey62M_l7ggV?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,181,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0141,High Point,Wall Finishing,"[""Wall Finishing""]",Acoustic Panel,,https://drive.google.com/drive/folders/1qnkVjLTbsMphdboWZP6O6Ey62M_l7ggV?usp=drive_link,VECHO,VERIFIED_GREEN,Jessica,ACTIVE,,List,182,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0142,Higold,Hardware,"[""Hardware""]",Kitchen Fittings - Wardrobe Fittings,https://gantara.id/product/?fbclid=PAVERFWANIIDZleHRuA2FlbQIxMQABp3wwawd0Mo4gFcFmWBb649nrjas1wDr42oQkvbSxljxSSznVHOZzuRnKcFuv_aem_kE71g4e3Fo9O_z_YwZlvuQ,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,183,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0143,Idecemerlang,Lighting,"[""Lighting""]",Hanging Lamp,,,Rotan Hanging Lamp,VERIFIED_GREEN,Jessica,ACTIVE,,List,184,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0144,Idefab,Fabric,"[""Fabric""]",Fabric - Leather - Curtain,,https://drive.google.com/drive/folders/1LvpNc4AQ-zkhaZZSpSqovWwlYL8-uaFs?usp=drive_link,Indoor & Outdoor Fabric,VERIFIED_GREEN,Jessica,ACTIVE,,List,185,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0145,Iluma,Lighting,"[""Lighting""]",Chandelier,,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,186,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0146,Iluma Lighting,Lighting,"[""Lighting""]",Wall Lamp - Floor Lamp,,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,187,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0147,INAX,Flooring,"[""Flooring""]",,,https://drive.google.com/drive/folders/1aEGVAv6bAekrvIUccuNcQbCadoXjNWdx?usp=drive_link,Ecocarat,VERIFIED_GREEN,Jessica,ACTIVE,,List,188,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0147,INAX,Wall Finishing,"[""Wall Finishing""]",Mosaic,,https://drive.google.com/drive/folders/1aEGVAv6bAekrvIUccuNcQbCadoXjNWdx?usp=drive_link,Japanese Tiles World,VERIFIED_GREEN,Jessica,ACTIVE,,List,189,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0148,Indah Alam,Decorative,"[""Decorative""]","Artificial Flowers, Plants",,,Planters & Trees,VERIFIED_GREEN,Jessica,ACTIVE,,List,190,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0149,Indie.furn,Furniture,"[""Furniture""]",Custom Furniture,,,"Chair, Cabinet, Sofa, Table, Credenza",VERIFIED_GREEN,Jessica,ACTIVE,,List,191,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0150,Indogress,Flooring,"[""Flooring""]",Ceramic - Bigslab - Marble - Wood - Industrial - Stone - Art,https://indogress.com/wp-content/uploads/2023/08/INDOGRESS-Regular-2025.pdf?fbclid=PARlRTSAN1P5tleHRuA2FlbQIxMQABp3Kh615YORhDx7f_6GetQ1TzH1wti3FdP5Q1a2RNuO6vBRi7fpALrY9ULmC6_aem_F73VWGaIrZ_5lQ-6mBAODQ,https://indogress.com/wp-content/uploads/2023/08/INDOGRESS-BIGSlab-2025.pdf?fbclid=PARlRTSAN1P7JleHRuA2FlbQIxMQABp3Kh615YORhDx7f_6GetQ1TzH1wti3FdP5Q1a2RNuO6vBRi7fpALrY9ULmC6_aem_F73VWGaIrZ_5lQ-6mBAODQ,,VERIFIED_GREEN,Jessica,ACTIVE,,List,192,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0151,Indospace,Furniture,"[""Furniture""]",Chair,,https://drive.google.com/drive/u/3/my-drive,,VERIFIED_GREEN,Jessica,ACTIVE,,List,193,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0152,Infiniti,Tiles,"[""Tiles""]",Granite Tiles,https://www.titaniumgranite.com/products/?swoof=1&brand=infiniti,https://drive.google.com/drive/folders/1e1sc4b1iiGllX23NqYOHbBAa9ytEojZd?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,194,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0153,Inka Glass,Glass,"[""Glass""]",Glass - Folding Glass,"https://www.inkaglass.com/frameless%20sliding%20glass%20door.html
https://www.inkaglass.com/semi%20frameless%20glass%20folding%20door.html
https://www.inkaglass.com/frameless%20glass%20folding%20door.html
https://www.inkaglass.com/moving%20wall.html
https://www.inkaglass.com/additional%20items.html",,,VERIFIED_GREEN,Jessica,ACTIVE,,List,195,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0154,Inome Houseware,Decorative,"[""Decorative""]",Tableware,https://shopee.co.id/inome_houseware,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,196,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0156,Inston,Flooring,"[""Flooring""]",Beton,,Inston - Beton Instan,Beton Instan,VERIFIED_GREEN,Jessica,ACTIVE,,List,197,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0157,Interiorfurniturestore,Furniture,"[""Furniture""]",Loose Furniture,,,"Chair, Sofa, Cabinet, Dipan, Mirror",VERIFIED_GREEN,Jessica,ACTIVE,,List,198,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0158,Inti Solar,Installation,"[""Installation""]",Water Heater,,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,199,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0159,Jati Tari Meubel,Furniture,"[""Furniture""]",Loose Furniture,,,"Chair, Dipan, Coffee Table, Sideboard, Cabinet",VERIFIED_GREEN,Jessica,ACTIVE,,List,200,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0160,JSM Lighting by Skylite,Lighting,"[""Lighting""]","General Lighting, Special Lighting",,https://drive.google.com/drive/folders/1ZqE1XTtvfxnMYrZ7nVd8WRSg9tRXBdsd?usp=share_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,201,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0161,Kacaruma,Door & Window,"[""Door & Window""]",Aluminium Window & Door,https://kacaruma.com/commercial/,,Kusen Aluminium & Kaca Arsitektural,VERIFIED_GREEN,Jessica,ACTIVE,,List,202,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0162,Kai Space - Kai Gallery,Furniture,"[""Furniture""]","Office, Kitchen",https://www.tokopedia.com/kaispaceofficial/product,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,203,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0163,Kaiiliving,Engineering Wood,"[""Engineering Wood""]","Wood & Panel Furniture, Wood Deck",,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,204,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0164,Kaisheng,Door & Window,"[""Door & Window""]",UPVC - Steel Door,,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,205,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0165,Kammer,Finishing,"[""Finishing""]",Marbles,,,"Travertines, Onyx, Granites",VERIFIED_GREEN,Jessica,ACTIVE,,List,206,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0165,Kammer,Flooring,"[""Flooring""]",Terrazzo,,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,207,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0165,Kammer,Wall Finishing,"[""Wall Finishing""]",Marmer,,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,208,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0166,Karang Pilang,Finishing,"[""Finishing""]",Decorative Brick,https://www.tokopedia.com/karangpilangjakarta?utm_source=whatsapp&utm_medium=share&utm_campaign=Shop-6920938-541666-230622&_branch_match_id=765074945979680988&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXL8nPzi9ITclM1MvJzMvW9zQI8nFxC843LUyyrytKTUstKsrMS49PKsovL04tsnXOKMrPTQUABqR80zwAAAA%3D,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,209,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0167,Karya Graha Cemerlang,Tiles,"[""Tiles""]","Ceramic, Mosaic",https://www.tokopedia.com/kgcemerlang?_branch_match_id=1394971922199593842&utm_source=sellerchannel&utm_campaign=Shop-0-836306-0&utm_medium=share&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXL8nPzi9ITclM1MvJzMvWz05PTs1NLcpJzEu3rytKTUstKsrMS49PKsovL04tsnXOKMrPTQUA9rgq%2BjwAAAA%3D,,Wood Floors,VERIFIED_GREEN,Jessica,ACTIVE,,List,210,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0168,Katta Indonesia,Furniture,"[""Furniture""]","Loose Furniture  - Sofa, Arm Chair, Dining Chair",https://d1fdloi71mui9q.cloudfront.net/t8aosAEiRveSe1hxQ4xD_KATTA%20Indonesia%20Brochure.pdf?fbclid=PARlRTSANe_51leHRuA2FlbQIxMQABp0JNLTs7rpIlDDS99E5oXtjOkvJoYNuTIsvFTdocr9sM1cSW8FK-uGyiax8q_aem_n3SOZJeKgo6wl0p-WI1MJg,,Import - Condehouse + Rubelli + Rolf Benz + Arflex,VERIFIED_GREEN,Jessica,ACTIVE,,List,211,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0169,Kayu Alam,Wall Finishing,"[""Wall Finishing""]",Wood,,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,212,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0170,Kayu Asri,Finishing,"[""Finishing""]",WPC,,https://drive.google.com/file/d/1CArHA267dwZrIBgRXY-RHzaSctecLuiV/view,Decking - Wall - Ceiling - Plafon - Partisi,INACTIVE_RED,,ARCHIVED,,List,213,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0171,Kayu Emas,Furniture,"[""Furniture""]",Loose Furniture,,,"Dipan, Table, Chair, Sofa",VERIFIED_GREEN,Jessica,ACTIVE,,List,214,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0172,Kayu Lapis Indonesia,Wall Finishing & Flooring,"[""Wall Finishing & Flooring""]","Decorative Panel, Wall Cladding, Wood Flooring",,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,215,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0172,Kayu Lapis Indonesia,Wood,"[""Wood""]","Decorative Wood, Wood Building Component, Plywood",,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,216,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0173,KD Panels,Finishing,"[""Finishing""]",Panel Veneer,"https://keding-global.com/product/eco⁺-laminates/
https://keding-global.com/product/kd-panels/
https://keding-global.com/product/kd-flooring/",https://drive.google.com/drive/folders/1D14gVAoDpze8bgrvZ0x7er7VIxTsgq5Z?usp=share_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,217,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0174,Kertasive,Finishing,"[""Finishing""]",Interior Film - PVC Sheet,https://online.anyflip.com/hzpuf/jkov/mobile/index.html?fbclid=PARlRTSANfBIRleHRuA2FlbQIxMAABp1CLDlY8gp2TCa7MKZ2-2qiqxwwYaA-k7wvQ8kokPJt4cyNYZPq0Q2Rceurw_aem_gLUltcchw_qO9J2TLbc4tQ,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,218,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0176,Kitto Furniture,Furniture,"[""Furniture""]",Loose Furbiture (Chair - Table),,https://drive.google.com/drive/folders/1Q00psvrC8RyhNomj1Tbxp7rMzh8iRrRK?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,219,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0178,Knobs And Pulls,Hardware,"[""Hardware""]",Knob - Handle,https://www.tokopedia.com/knobsandpulls,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,220,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0179,Kodai Door,Materials,"[""Materials""]",Steel Door - Aluminium Door - Wooden Door,https://www.tokopedia.com/kodaisteel,,"Tidak aktif di IG (terakhir update 2023), tetapi masih jualan di Tokped - punya interior design & build - @hava.works",VERIFIED_GREEN,Jessica,ACTIVE,,List,221,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0180,Koru,Flooring,"[""Flooring""]",Vinyl - SPC,https://www.tokopedia.com/europeenchanting,Koru,,VERIFIED_GREEN,Jessica,ACTIVE,,List,222,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0180,Koru,Wall Finishing,"[""Wall Finishing""]",Modified Clay Material -  Bamboo Charcoal Wall Panel,https://www.tokopedia.com/europeenchanting,Koru,,VERIFIED_GREEN,Jessica,ACTIVE,,List,223,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0181,Kreasiveneer Indonesia,Finishing,"[""Finishing""]",Veneer wood,,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,224,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0182,Kumeli Terrazo,Finishing,"[""Finishing""]",Terrazzo,,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,225,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0183,Lalapis,Finishing,"[""Finishing""]",Decorative Panel,Lalapis panel dekoratif | Lalalamp,https://drive.google.com/drive/folders/1oJHOtcPZMp7c3yDhZTc8_AQ3ZVjqsC0D?usp=drive_link,Terakhir update IG 2024,INACTIVE_RED,,ARCHIVED,,List,226,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0184,Lalauce Lighting,Lighting,"[""Lighting""]",Wall Lamp - Ceiling Lamp,https://www.instagram.com/s/aGlnaGxpZ2h0OjE3OTI1NzQzODQ0MTM5NTEw?story_media_id=3736637748757528247&igsh=MTNydXF0dmQ0bnozYg==,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,227,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0185,Lanrose Painting,Accessories,"[""Accessories""]",Aluminium Frame,,,Painting - bisa custom,VERIFIED_GREEN,Jessica,ACTIVE,,List,228,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0186,Lantai Kayu Surabaya,Flooring,"[""Flooring""]",Parquet,,LANTEKAYU CATALOGUE 2025 (AUGUST 2025).pdf,,VERIFIED_GREEN,Jessica,ACTIVE,,List,229,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0187,Lantekayu,Door & Window,"[""Door & Window""]","Sliding Door, Folding Door, Windows, Facade, Pergola & Sun Protection (outdoor blinds)",Eurotekno - Catalogues,,"Renson and Reynaers, both from Belgium",VERIFIED_GREEN,Jessica,ACTIVE,,List,230,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0187,Lantekayu,Flooring,"[""Flooring""]",Wood,,LANTEKAYU CATALOGUE 2025 (AUGUST 2025).pdf,,VERIFIED_GREEN,Jessica,ACTIVE,,List,231,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0189,Latterday,Furniture,"[""Furniture""]",Loose Furniture,,,"Chair, Cabinet, Sofa, Table",VERIFIED_GREEN,Jessica,ACTIVE,,List,232,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0190,Lava Solid Surface,Finishing,"[""Finishing""]",Solid Surface,https://www.lavasolid.com/katalog/,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,233,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0190,Lava Solid Surface,Stones,"[""Stones""]","Solid Surface, Terazzo",,https://drive.google.com/drive/folders/1LjB9Qtg-yTDCq3eQ8blKg0ssYEF94L4x?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,234,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0192,Leder Haus,Fabric,"[""Fabric""]",Leather,,https://drive.google.com/drive/folders/11OrZ1MJ6I6oTMKGlIgQG6-vW3xByxQt3?usp=drive_link,"CSL Leather, Nuvrino",VERIFIED_GREEN,Jessica,ACTIVE,,List,235,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0193,Line 8 --> satu group dengan Ecourban,Technology,"[""Technology""]",Power Sockets,https://drive.google.com/file/d/1q3HHifKWq2DZEyguM7eVCDPKJWzDTNj3/view?fbclid=PAVERFWANUTvRleHRuA2FlbQIxMQABp0CQFE9OJ5T5Ug7NHlDppFYoj46ZiWNLEeZ2YQ-IBPki0Ahs7HbtdFRDoI4t_aem_rAr4QUlOpGt38bCF1l9rnQ,,Power Tracks,VERIFIED_GREEN,Jessica,ACTIVE,,List,236,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0194,Lio Living,Furniture,"[""Furniture""]",Loose Furniture,https://lioliving.com/?srsltid=AfmBOoqI-AzZmm03lBN2B7XR0zaRPFJxLcqFYQhOAFYdQ595F2khOPmz,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,237,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0195,Little Italy,Stones,"[""Stones""]",Marble,https://www.canva.com/design/DAGn3N9uT9Q/tLD3zrYFbJDOuiQqAbtkTQ/edit?utm_content=DAGn3N9uT9Q&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton,,"Furniture from Marble, Accessories from Marble",VERIFIED_GREEN,Jessica,ACTIVE,,List,238,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0196,Lonilla living,Hardware,"[""Hardware""]",Handle & Knobs,,https://drive.google.com/drive/folders/1vbXrgpgTFP60y5crH0nGqSA4Ns7oJQwC?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,239,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0197,Loom & Stone Indonesia,Accessories,"[""Accessories""]",Rugs,"- Ready Stock List: https://tinyurl.com/readystocklist
- Catalogue: https://tinyurl.com/LoomandstoneCatalogue",,,VERIFIED_GREEN,Jessica,ACTIVE,,List,240,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0198,Ltech Indonesia,Technology,"[""Technology""]",Smart Home System,,https://drive.google.com/drive/folders/1NgQT9b3EnDSGv_92r9RTKMc4TGWFugqV?usp=drive_link,,VERIFIED_GREEN,Jessica,ACTIVE,,List,241,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0199,Lumilight,Lighting,"[""Lighting""]",Decorative Lighting,,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,242,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0200,Luminaria Handles & Lighting,Hardware,"[""Hardware""]",Handles,https://www.dropbox.com/scl/fi/8kdrcsyd57wzp5imvaa3h/Luminaria-Handles-Catalpgue-2024.pdf?rlkey=rq0npv4ncfk4188cvgdmjr3op&e=1&st=14u87v5c&dl=0,,Lighting,VERIFIED_GREEN,Jessica,ACTIVE,,List,243,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
v0202,Lumio Aluminium,Furniture,"[""Furniture""]",Modular Aluminium Furniture,,,,VERIFIED_GREEN,Jessica,ACTIVE,,List,244,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE,
